Sample Annotation,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
Compound2916,6.844289689,6.978931509,6.881950741,6.92277852,6.867584151,6.68156177,7.067717192,6.928712151,7.006917718,6.840936899,6.8064861,6.973271364,6.926897452,6.853778848,6.873891017,6.90408092,7.059125261,6.893255521,6.859004806,6.765264734,6.868046173,7.023891053,6.938262725,6.924412012,6.952673421,6.850271293,7.06811761
Compound3244,6.889166311,6.40427629,6.670120717,6.622214939,6.637640669,6.806267418,6.859900107,6.678370205,6.752889785,6.774889759,6.712394155,6.707222861,6.714671741,6.799470618,6.680871192,6.647569343,6.742985821,6.7279235,6.676692505,6.809106761,6.767082652,6.797744188,6.715059428,6.595359875,6.673486945,6.679510259,6.841952431
Compound3476,6.888858676,6.80199356,6.787625188,6.769895475,6.759363542,6.796812494,6.489780171,6.872210519,6.990766559,6.711877159,6.949190062,6.900096989,6.847997523,6.682750438,6.979114132,6.725712881,6.860902435,6.776764204,6.794864243,6.819264635,6.817907881,6.93451063,6.798800484,6.614891294,6.707992361,6.75588085,6.82210734
Compound3711,6.578397959,6.641628094,6.72879895,6.54860343,6.725424572,6.716659368,6.639967921,6.636950384,6.550062989,6.665089629,6.633968158,6.648078035,6.604994977,6.584850109,6.553181815,6.660832276,6.635066306,6.732861203,6.658417639,6.752234112,6.38395654,6.517228483,6.502052046,6.540949403,6.749929829,6.679604978,6.551922872
Compound1613,7.468915562,7.059936072,7.370935212,7.436752617,7.550120965,7.278836702,7.048725553,7.201815271,7.500750287,7.222179555,7.361515438,7.457719899,7.322491926,7.586482886,7.315746803,7.408418305,7.482645866,7.413157479,7.426008808,7.670752471,7.464214672,7.304856531,7.393289442,7.496096361,7.147789221,7.602927145,7.294550063
Compound3211,5.683997156,5.776574428,5.744926973,5.571012429,5.759842553,5.635912196,5.564175095,5.601036333,5.702022909,5.822539689,5.93537462,5.759909169,5.613885229,5.871272132,5.722852126,5.70354161,5.550886884,5.757411308,5.629632625,5.74913225,5.709944137,5.676607546,5.739654178,5.929427186,5.806778186,5.7283285,5.709519311
Compound3124,6.877310519,6.87363821,6.737823952,6.834041106,6.894788675,6.966804104,6.861081015,6.993464096,6.834560898,6.845768756,6.91349813,6.973021703,6.91473044,6.928548376,6.959506888,6.980785646,6.605512288,7.023441912,6.930954039,7.019660897,6.753495766,6.794472892,6.924346538,6.92759266,6.985942294,7.116218275,7.073110955
Compound3780,6.668462005,6.773927724,6.703767878,6.697491788,6.770731536,6.724623979,6.708338565,6.711888425,6.718393781,6.704804458,6.65178178,6.725945578,6.679387113,6.637964054,6.707727366,6.679575773,6.732062445,6.748121118,6.390704982,6.600427613,6.861799511,6.782448528,6.801475661,6.674962531,6.709483333,6.731047989,6.707377095
Compound1825,7.174235324,7.248690206,7.125870362,7.04859667,7.222040088,7.173946287,7.141080464,7.138931155,6.926396588,7.04076395,6.998752021,7.340084488,6.825792484,7.317440718,7.027935808,7.25113084,7.235836185,7.093086076,7.042188702,6.720346527,7.198140359,7.025559458,6.904079495,6.938977833,6.646109772,7.013577414,7.134838334
Compound3857,6.795435832,6.728529027,6.655523663,6.669171701,6.641583913,6.649378828,6.711435035,6.794500546,6.726103448,6.708533929,6.684399201,6.750032797,6.778932677,6.737816481,6.597747477,6.674022004,6.654584722,6.730248949,6.742277167,6.606286175,6.738366445,6.713441877,6.701196025,6.521700607,6.656910794,6.657768102,6.530280656
Compound396,7.44970989,7.677942018,7.684095718,7.555750876,7.557240015,7.853673192,8.132407045,7.237235765,8.076449614,7.482585657,7.647168702,7.077391361,6.632893655,7.654744674,7.639575555,7.063244201,7.735679971,7.605133236,7.383283088,7.648459245,7.729398509,7.555468065,7.623585571,7.714990657,7.543996392,7.562726833,7.343908593
Compound777,7.554712707,7.831106681,7.655517163,7.641976482,7.313614776,7.636190215,7.952999219,7.488108592,8.042394518,7.583352806,7.906014951,7.28195464,7.737276457,7.286150899,7.535144679,7.750899341,7.793850719,7.918387103,7.732465068,7.783099238,7.716071587,7.822745156,7.252915813,7.693041579,7.553451445,7.786219012,7.703783718
Compound1560,7.033430037,7.234494913,7.061093288,6.784335037,7.126470962,7.03312699,6.954383,7.191983886,7.296846412,7.394145792,7.078845936,7.115506761,6.990875697,6.580642457,7.044009513,6.914797075,6.722099894,7.025690382,6.793395872,6.649769252,6.715591668,6.880975172,6.927920069,7.044741899,7.321277739,7.148824104,6.851964851
Compound2485,6.997358239,7.050888077,7.084413674,7.007167337,6.578098447,7.034462678,7.083459157,7.110299368,7.009442846,7.050936168,7.098986137,6.755422036,7.194069601,6.881714433,6.825919982,7.053193618,6.936092277,6.730503334,6.892091718,6.772006635,6.936558557,6.84875246,7.085178737,7.151251973,7.054628478,6.927618546,6.969237755
Compound3616,6.768615897,6.769905678,6.629915213,6.72540916,6.777677633,6.749323931,6.781130457,6.644672504,6.725967463,6.799930803,6.849219078,6.674132718,6.716004331,6.735353594,6.742017372,6.808013761,6.847918717,6.782327052,6.695733892,6.660393149,6.867619312,6.696672702,6.796095379,6.83307954,6.813632389,6.810063821,6.863505407
Compound3376,6.873444243,6.792710042,6.802828614,6.937789683,6.808873119,6.923539781,6.965078175,6.883307909,6.817592484,6.923910231,6.781532146,6.894451149,6.92331477,6.870002288,6.691328144,6.902182949,7.002470987,6.90273961,6.862790967,6.934662861,6.680072749,6.959430607,6.96295881,6.873300172,6.876627162,6.699822196,6.798556755
Compound3461,6.798508314,6.857381145,6.853143602,6.737111669,6.829399783,6.634448795,6.700521073,6.813624266,6.759434593,6.856729249,6.781657382,6.748261833,6.651173159,6.801778273,6.912395981,6.804899813,6.789548623,6.811324131,6.729078125,6.673373639,6.754250691,6.686365752,6.752452333,6.67363596,6.771609567,6.713126308,6.762918434
Compound345,7.768998925,7.822981044,7.900116521,7.683462556,7.899716624,8.012901489,7.899012553,7.973050352,7.936560384,7.824340196,7.889785985,8.182942437,7.988349348,7.908324007,7.958389546,7.825709118,8.050149373,8.07754798,7.331824048,8.204274852,7.94611019,8.067562575,7.975340468,7.760244856,7.968938182,8.017919381,7.946383241
Compound3111,6.947105436,6.772313952,7.14070889,6.919288468,6.969630691,6.812762781,7.016994391,7.062251993,7.117402945,6.917207662,6.951863006,6.850469588,6.751071895,6.814831851,6.781846143,7.118855691,6.940378156,6.864549812,6.993933377,6.865830791,6.887558204,6.908309487,7.058271663,6.942936072,6.92119741,6.938572802,6.906674067
Compound1775,6.966473364,7.001164754,6.780340843,6.966147649,7.109707401,6.868422115,7.072878772,7.015275594,7.021054767,7.217640272,6.766932271,6.981796075,6.839029888,7.133379053,7.043750718,6.904351793,7.012520219,6.634813954,7.097663184,7.108597314,6.834182274,7.085235934,6.994618881,6.99673593,7.093104275,7.190311905,7.036451195
Compound2057,6.956585579,6.965631123,6.850764443,6.856939232,6.856357251,6.572822525,6.883517258,6.95910905,7.07305448,6.887956892,6.871274464,6.961403658,6.818543668,6.942039145,7.064396386,6.686964052,6.797388546,6.465004584,6.799969977,6.73483983,6.580777844,6.513023192,6.842894679,6.889824308,6.833930865,6.710366761,6.891078352
Compound4153,5.648116973,5.954765191,5.76429733,5.638217063,5.769189234,5.648167974,5.57851114,5.682481546,5.661069322,5.605172997,5.91735299,5.792264803,5.387154,5.969724665,5.779728133,5.752173321,5.646141342,5.709447246,5.698128514,5.651389001,5.618260704,5.753233208,5.548864,5.961234574,5.764876659,5.793293238,5.794465897
Compound3841,5.73594881,5.859991176,5.763919463,5.668138036,5.77356498,5.631887132,5.619791156,5.722490883,5.560420705,5.840851669,5.998722212,5.570015385,5.620657543,5.947040309,5.892549659,5.659733517,5.637619691,5.804601048,5.719956737,5.778026067,5.600622823,5.783270899,5.735883397,5.904794246,5.817148017,5.708725301,5.787818828
Compound856,7.437945045,6.781904024,7.104404679,7.547180587,7.255242718,7.296677601,7.250913293,7.12223695,7.151994504,7.340011436,6.944074609,7.416503355,7.405955545,6.732250175,6.791671989,7.376135277,7.046001775,7.227505298,7.386938581,7.36384209,7.320666733,7.473910464,7.324950157,7.226777595,7.087523447,7.399491225,7.294275626
Compound1129,7.438129832,7.476127686,7.178895369,7.309162809,7.246973221,7.244970797,7.383735294,7.337604339,7.151874513,7.124381489,7.197745288,7.121300018,7.274794313,7.285509357,7.05917734,6.731428304,7.117323358,7.523603798,7.342749094,7.278127002,7.050275731,6.924856265,7.174792321,7.476711151,7.365899905,7.248957621,7.296749194
Compound2297,6.861375525,6.867267364,7.014664578,6.99414639,6.95478065,6.848701719,6.888415936,6.972337552,7.038733056,6.882479793,6.865371545,6.864213432,6.965804826,6.896064267,6.930596748,6.964794056,6.921180059,6.868781856,7.016180221,7.046613274,6.849324266,7.046345454,6.962986297,6.896244191,7.058479805,6.948208468,7.021173319
Compound2370,6.832318108,7.09326555,7.258616123,7.176971341,7.141307901,7.11941021,6.883153741,6.898813291,6.986206858,6.795240467,7.28621461,7.206966176,7.100979997,7.235541283,6.750183814,7.17852794,7.246021445,7.20805755,7.096738744,7.107162671,6.988095806,7.017733899,6.889563869,7.108734226,7.199031294,7.237252136,7.149469403
Compound2910,5.706245989,5.77115269,5.797123881,5.565505492,5.747369038,5.59310009,5.560957303,5.448212967,5.664129527,5.795507153,5.947548015,5.824649688,5.507078557,5.900257691,5.655490771,5.632158904,5.526298067,5.698158766,5.660672614,5.775186477,5.682538757,5.765388738,5.666365984,6.07432817,5.744871498,5.782236403,5.710837933
Compound2975,6.814072349,6.881403044,6.759868563,7.021005948,6.825884716,6.873401233,6.87572352,6.909931919,6.789658869,6.84804216,6.895245562,6.737192577,7.03143995,6.992749037,6.783641799,6.967445432,6.97231076,6.827267879,6.980989562,6.998333517,7.000094709,6.760170321,6.843480725,6.866790515,6.866575684,6.843535909,6.892142731
Compound35,9.082111087,8.99817881,9.021529817,8.765895286,9.141616746,8.792617769,9.065814698,9.012299723,8.809752983,8.968671534,8.079578733,9.082294083,8.954550404,8.909159249,8.918149978,9.055920247,8.907175956,8.990671748,8.714160116,8.725475757,8.846438155,8.668938128,8.963867035,8.815771936,9.085980593,8.780477812,8.85096717
Compound110,8.377130561,8.515878988,8.500787366,8.55711858,8.525799499,8.675856796,8.791263626,8.656139428,8.469016725,8.474227998,8.352680636,8.525521021,8.436144219,8.484197616,7.890280804,8.361373423,8.46416459,8.428547656,8.638664326,8.053942977,8.674190543,8.396800474,8.421132241,8.420778669,8.070486829,8.59860946,8.695280228
Compound585,7.569497342,7.769266611,6.962419792,7.517235144,7.425511365,7.544194114,7.662853167,7.33502004,7.311339752,7.340666704,7.558978153,7.930332816,7.987763217,7.432957921,7.6232672,7.51461894,7.818296754,7.789239382,7.36297771,7.52887737,7.483254563,7.704055962,7.570170139,7.620769869,7.546705828,7.413517938,7.410231226
Compound2161,6.9386101,6.986326335,7.030158467,7.020803932,6.89910469,7.076901167,7.020471416,6.5159043,6.984818487,6.996222168,6.717927015,7.025006183,6.975642414,6.838348984,6.729056362,7.031301584,6.892569821,6.815727871,6.951386178,6.918080077,6.806640003,7.052473742,6.983383112,7.125913299,6.924182082,6.822942696,6.837962893
Compound3044,6.852913119,6.902630583,6.892501766,7.044334027,7.043628837,6.88865376,7.052213036,6.926719833,6.826748855,6.846239365,6.888404968,6.772646536,6.968802533,6.985194266,6.927648841,6.937773793,6.754143029,7.094436009,6.839002106,6.883570273,6.747223273,7.091822281,6.609144774,6.854767384,6.761848212,6.900794861,6.914169841
Compound3683,6.821887159,6.796236641,6.608669405,6.728774633,6.760160739,6.676061841,6.687296077,6.803062653,6.626050649,6.765466527,6.66238067,6.800043164,6.610477124,6.741676679,6.7449373,6.749088331,6.723506578,6.814218593,6.692823276,6.743820481,6.797584153,6.642036051,6.79328401,6.720627517,6.717089662,6.670078205,6.763831146
Compound1661,6.99489294,7.036950793,6.993268116,7.005072494,7.162490759,7.027924652,7.075749916,7.076727546,7.194962687,6.871621455,6.995652146,7.039972583,7.20663909,6.854552788,7.262056758,7.054001163,6.95955684,7.267697848,7.128043331,6.821448514,6.987466331,6.992813813,7.057073889,7.180897002,6.989782897,6.979654397,7.160300903
Compound1738,6.904891907,7.003429912,7.084497882,7.061276072,6.987642361,7.254696011,7.268997063,7.13594141,7.274300944,6.929931393,6.908210486,7.023537356,6.975590205,6.904020873,6.974530083,6.832180433,6.772846265,6.903099277,6.660174898,6.853538056,6.905404404,6.995138942,6.831223091,7.0108925,7.044664419,7.340137948,6.924548215
Compound2251,7.183137816,6.860784458,6.815483818,6.889982703,7.242676533,7.351584384,7.215042669,7.068436345,7.118514522,6.968978566,6.922272185,6.996924825,7.25698137,7.29157815,7.117402765,6.914961527,7.33962175,7.275513359,7.232100649,7.139842591,7.002484563,7.036239181,7.123374499,7.011384359,7.16948603,7.160128696,6.72121437
Compound3177,6.691685613,6.759498828,6.808111634,6.728715065,6.863144142,6.73235294,6.802737375,6.463735754,6.798750435,6.815748307,6.730220828,6.832391249,6.773574759,6.808647075,6.764795315,6.784242419,6.703334403,6.82462157,6.764370636,6.795856074,6.808074906,6.604656307,6.705719011,6.755035025,6.887698669,6.637139856,6.813745938
Compound3530,6.822303057,6.733803471,6.843001363,6.757564394,6.879428904,6.678719887,6.910381496,6.771753426,6.657346808,6.85388248,6.845397132,6.873234346,6.69885437,6.773903455,6.717676108,6.708156935,6.707603662,6.672778151,6.689777741,6.663026163,6.84604866,6.858789744,6.562921267,6.908196491,6.776667591,6.721221887,6.881876416
Compound866,7.653673709,7.510982038,7.268324696,7.566146761,7.271471414,7.43211817,7.610552068,7.468357734,7.576274288,7.435199237,7.697395925,7.567842511,7.371423057,7.290798163,7.684931819,7.670852234,7.573499849,7.785715029,7.691277926,7.614935595,7.643992385,7.47039962,7.413049308,7.6566336,7.492943926,7.576975786,7.757941005
Compound2997,6.685569617,6.986391602,6.972583775,6.864903548,7.19393216,7.026332757,6.948058946,6.728096508,7.018987954,6.996800834,6.979396555,6.954989961,7.05554071,7.068411551,6.774536375,7.0082724,7.018852109,6.494832586,6.878123609,6.835937597,7.139422535,6.90619809,6.991820144,7.108263625,6.755077465,7.090827867,7.015082865
Compound3911,6.573718782,6.676431102,6.635133491,6.642153728,6.598395455,6.768520056,6.656995683,6.673084106,6.511561583,6.809520017,6.598556859,6.751477541,6.697196094,6.518478927,6.712918024,6.62777552,6.49381464,6.746849209,6.675878784,6.719647939,6.586393423,6.711907936,6.58267171,6.690407787,6.650452557,6.735787317,6.664831722
Compound3600,6.73191993,6.908814521,6.840885088,6.87108166,6.702727114,6.554331538,6.735299549,6.773218854,6.575059548,6.670671581,6.781864655,6.936882114,6.72891567,6.839821197,6.894858798,6.702047508,6.849674292,6.755654626,6.776743309,6.744338494,6.759536078,6.807780725,6.834547645,6.643290805,6.744745734,6.813682684,6.869935507
Compound730,6.857624037,7.520748071,7.32298643,7.270400237,7.374061732,7.274491062,7.081161765,7.27352513,7.409727733,7.723482759,6.803547438,6.977213848,7.327470926,7.404377053,7.174433254,7.657048299,7.824812411,7.659986387,7.483574654,7.539439694,7.399259134,7.167911974,7.333433057,7.354522173,7.516639062,7.038913903,7.097005286
Compound2885,7.056514133,6.967767754,6.979867906,7.189154873,6.924635986,6.939488591,6.971335395,6.823163779,7.176765292,6.992261485,6.360047243,7.072595964,6.938930445,6.73762953,6.959941245,7.055772887,6.96283134,7.039360092,6.643611968,6.94583898,7.051162282,6.87367992,7.035408994,6.936882967,6.969607283,7.027166583,6.598218076
Compound3703,6.55449366,6.614312559,6.705719487,6.614129717,6.747020951,6.721873719,6.676732085,6.78578877,6.74002884,6.785226402,6.668745042,6.727803476,6.666962149,6.678447849,6.744002313,6.694996275,6.688475193,6.566898415,6.595103739,6.70804916,6.775243416,6.684728546,6.659267169,6.747992498,6.576135863,6.608197647,6.591768767
Compound587,7.80530437,7.583717992,7.429403478,7.719820894,7.456876119,7.572353631,7.641690961,7.816650809,7.771215594,7.771769229,7.34966629,7.712854444,7.85792305,7.835079451,7.46755104,7.882695739,7.6271973,7.725610618,7.693879392,7.638725841,7.550964864,7.908764252,7.641515904,7.588051145,7.755850311,7.897954354,7.810682334
Compound1776,7.485064849,7.204669197,7.315943063,7.125494796,7.324934391,7.242376303,6.707732653,7.177284686,7.100284448,7.308188029,7.050691159,7.062419886,7.10770804,7.281411612,7.21325766,7.218582516,6.849119798,7.033671263,7.465520246,7.053473971,6.903337019,7.205086789,7.010296439,7.267611897,7.357081276,7.226055157,7.281083597
Compound1812,6.97900499,6.869238082,6.873321351,6.814457592,7.015726098,6.98722241,7.041111746,7.075887207,7.044738413,7.055743202,6.897940128,7.095764739,6.975140921,6.9154402,7.15585523,6.847237574,6.982278126,7.27167098,6.885156202,7.067660492,6.947533577,7.044910169,6.950146159,6.993749183,6.969071319,6.934294592,6.829383294
Compound1954,7.113208457,6.858526386,6.94660905,7.257562043,7.331982203,7.219293367,7.243069534,7.272936364,7.160585802,7.232744477,7.190546919,6.985504986,7.032665609,7.164868111,7.07103569,7.129154101,7.091885165,7.149878657,7.120075066,7.107658607,7.205613244,7.234177807,7.096982529,7.166739852,7.179871187,7.112648759,7.23329925
Compound1987,7.05925632,7.158096617,7.300944886,7.008985333,7.423532152,7.107207226,7.017436784,7.102875364,7.222533447,7.108622613,7.230108354,7.3586331,7.142763548,7.566296598,7.364343823,7.093010689,7.183123629,7.185772267,7.247868672,7.234511622,6.999500371,7.471874314,7.017774292,7.353372997,7.219261763,7.282571829,6.864787692
Compound2468,7.265961048,7.075015952,7.208406202,6.992288139,7.188306715,6.930959291,7.067925167,7.213531876,7.211440165,7.074416316,6.784362272,7.054862955,7.200995645,7.10524682,7.267378553,7.375106413,6.86622898,7.228444949,7.112071367,7.019423785,6.985339723,7.148114367,6.829073357,7.082080191,7.077079433,7.023327073,7.043539884
